43.5,-87,43.5,-86
43.5,-81,43.5,-80
42,-79.5,43,-79.5
43.5,-79,43.5,-78
43.5,-57,43.5,-56
42,-56,43,-56
44.5,-55,44.5,-54
43.5,-35,43.5,-34
42,-33.5,43,-33.5
43.5,-33,43.5,-32
43.5,-17,43.5,-16
42,-15.5,43,-15.5
44.5,-15,44.5,-14
43.5,-109,43.5,-108
43.5,-73,43.5,-72
42,-70.5,43,-70.5
43.5,-29,43.5,-28
43.5,-69,43.5,-68
43.5,-45,43.5,-44
44.5,-7,44.5,-6
44,-113.5,45,-113.5
44,-107.5,45,-107.5
44,-85.5,45,-85.5
44,-81.5,45,-81.5
44,-76.5,45,-76.5
44,-71.5,45,-71.5
44,-66.5,45,-66.5
44,-61.5,45,-61.5
44,-57.5,45,-57.5
44,-45.5,45,-45.5
44,-41.5,45,-41.5
44,-36.5,45,-36.5
44,-31.5,45,-31.5
44,-26.5,45,-26.5
44,-19.5,45,-19.5
44,-9.5,45,-9.5
44,-95.5,45,-95.5
44,-123.5,45,-123.5
45.5,-127,45.5,-126
45.5,-117,45.5,-116
44,-117.5,45,-117.5
45.5,-103,45.5,-102
44,-101.5,45,-101.5
46.5,-101,46.5,-100
45.5,-99,45.5,-98
47.5,-83,47.5,-82
45.5,-71,45.5,-70
47.5,-61,47.5,-60
47.5,-59,47.5,-58
45.5,-43,45.5,-42
45.5,-25,45.5,-24
45.5,-9,45.5,-8
46.5,-119,46.5,-118
45.5,-115,45.5,-114
45.5,-107,45.5,-106
45.5,-85,45.5,-84
45.5,-75,45.5,-74
45.5,-47,45.5,-46
45.5,-39,45.5,-38
45.5,-31,45.5,-30
46,-124.5,47,-124.5
46,-115.5,47,-115.5
46,-104.5,47,-104.5
46,-96.5,47,-96.5
46,-72.5,47,-72.5
46,-53.5,47,-53.5
46,-45.5,47,-45.5
46,-48.5,47,-48.5
46,-40.5,47,-40.5
46,-29.5,47,-29.5
46,-31.5,47,-31.5
46,-25.5,47,-25.5
46,-13.5,47,-13.5
46,-9.5,47,-9.5
46,-5.5,47,-5.5
46,-85.5,47,-85.5
47.5,-39,47.5,-38
47.5,-69,47.5,-68
47,-68,46,-68
47.5,-23,47.5,-22
47,-22,46,-22
47.5,-123,47.5,-122
48.5,-95,48.5,-94
47.5,-87,47.5,-86
47.5,-77,47.5,-76
46,-78.5,47,-78.5
48.5,-63,48.5,-62
47.5,-33,47.5,-32
49.5,-27,49.5,-26
47.5,-81,47.5,-80
47.5,-37,47.5,-36
47.5,-29,47.5,-28
47.5,-11,47.5,-10
47.5,-53,47.5,-52
48.5,-13,48.5,-12
47.5,-19,47.5,-18
48,-124.5,49,-124.5
48,-117.5,49,-117.5
48,-99.5,49,-99.5
48,-105.5,49,-105.5
48,-87.5,49,-87.5
48,-79.5,49,-79.5
48,-75.5,49,-75.5
48,-54.5,49,-54.5
48,-37.5,49,-37.5
48,-33.5,49,-33.5
48,-29.5,49,-29.5
48,-23.5,49,-23.5
48,-9.5,49,-9.5
48,-4.5,49,-4.5
50.5,-69,50.5,-68
48,-70.5,49,-70.5
49.5,-53,49.5,-52
49.5,-115,49.5,-114
48,-113.5,49,-113.5
49.5,-79,49.5,-78
50,-73,50,-72
50.5,-65,50.5,-64
48,-65.5,49,-65.5
49.5,-49,49.5,-48
48,-47.5,49,-47.5
49.5,-47,49.5,-46
50.5,-43,50.5,-42
48,-41.5,49,-41.5
49.5,-17,49.5,-16
48,-15.5,49,-15.5
49.5,-15,49.5,-14
49.5,-9,49.5,-8
51.5,-7,51.5,-6
50.5,-127,50.5,-126
50.5,-111,50.5,-110
49.5,-89,49.5,-88
51.5,-75,51.5,-74
49.5,-117,49.5,-116
51.5,-113,51.5,-112
50.5,-99,50.5,-98
51.5,-41,51.5,-40
49.5,-35,49.5,-34
49.5,-31,49.5,-30
49.5,-25,49.5,-24
50,-115.5,51,-115.5
50,-92.5,51,-92.5
50,-83.5,51,-83.5
50,-79.5,51,-79.5
50,-61.5,51,-61.5
50,-56.5,51,-56.5
50,-50.5,51,-50.5
50,-45.5,51,-45.5
50,-36.5,51,-36.5
50,-17.5,51,-17.5
50,-13.5,51,-13.5
50,-10.5,51,-10.5
52.5,-89,52.5,-88
50,-87.5,51,-87.5
51.5,-25,51.5,-24
50,-22.5,51,-22.5
51.5,-1,51.5,0
50,-2.5,51,-2.5
52.5,-61,52.5,-60
51.5,-39,51.5,-38
51.5,-109,51.5,-108
50,-107.5,51,-107.5
51.5,-125,51.5,-124
51,-124,50,-124
51.5,-87,51.5,-86
51.5,-85,51.5,-84
52,-81,52,-80
51.5,-55,51.5,-54
51.5,-45,51.5,-44
51.5,-21,51.5,-20
51.5,-19,51.5,-18
53.5,-107,53.5,-106
54.5,-101,54.5,-100
51.5,-121,51.5,-120
52,-125.5,53,-125.5
52,-121.5,53,-121.5
52,-109.5,53,-109.5
52,-97.5,53,-97.5
52,-93.5,53,-93.5
52,-85.5,53,-85.5
52,-70.5,53,-70.5
52,-65.5,53,-65.5
52,-51.5,53,-51.5
52,-43.5,53,-43.5
52,-36.5,53,-36.5
52,-29.5,53,-29.5
52,-23.5,53,-23.5
52,-19.5,53,-19.5
53.5,-127,53.5,-126
